"Name","ReturnType","BriefDescription","DetailedDescription","ParamType","ParamName","ParamDescription","infer_prefix","infer_baseType","infer_clrType"
"MXKVStoreSetUpdater","int","register a push updater ","handlehandle to the KVStore updaterudpater function updater_handleThe additional handle used to invoke the updater 0 when success, -1 when failure happens ","KVStoreHandle","handle","handle to the KVStore ","","KVStoreHandle","KVStoreHandle"
"MXKVStoreSetUpdater","int","register a push updater ","handlehandle to the KVStore updaterudpater function updater_handleThe additional handle used to invoke the updater 0 when success, -1 when failure happens ","MXKVStoreUpdater","updater","handle to the KVStore ","","MXKVStoreUpdater","MXKVStoreUpdater"
"MXKVStoreSetUpdater","int","register a push updater ","handlehandle to the KVStore updaterudpater function updater_handleThe additional handle used to invoke the updater 0 when success, -1 when failure happens ","void*","updater_handle","handle to the KVStore ","","void*","IntPtr"
"MXKVStoreSetUpdaterEx","int","register a push updater with int keys and one with string keys ","handlehandle to the KVStore updaterupdater function with int keys str_updaterupdater function with string keys updater_handleThe additional handle used to invoke the updater 0 when success, -1 when failure happens ","KVStoreHandle","handle","handle to the KVStore ","","KVStoreHandle","KVStoreHandle"
"MXKVStoreSetUpdaterEx","int","register a push updater with int keys and one with string keys ","handlehandle to the KVStore updaterupdater function with int keys str_updaterupdater function with string keys updater_handleThe additional handle used to invoke the updater 0 when success, -1 when failure happens ","MXKVStoreUpdater","updater","handle to the KVStore ","","MXKVStoreUpdater","MXKVStoreUpdater"
"MXKVStoreSetUpdaterEx","int","register a push updater with int keys and one with string keys ","handlehandle to the KVStore updaterupdater function with int keys str_updaterupdater function with string keys updater_handleThe additional handle used to invoke the updater 0 when success, -1 when failure happens ","MXKVStoreStrUpdater","str_updater","handle to the KVStore ","","MXKVStoreStrUpdater","MXKVStoreStrUpdater"
"MXKVStoreSetUpdaterEx","int","register a push updater with int keys and one with string keys ","handlehandle to the KVStore updaterupdater function with int keys str_updaterupdater function with string keys updater_handleThe additional handle used to invoke the updater 0 when success, -1 when failure happens ","void*","updater_handle","handle to the KVStore ","","void*","IntPtr"
"MXKVStoreGetType","int","get the type of the kvstore ","handlehandle to the KVStore typea string type 0 when success, -1 when failure happens ","KVStoreHandle","handle","handle to the KVStore ","","KVStoreHandle","KVStoreHandle"
"MXKVStoreGetType","int","get the type of the kvstore ","handlehandle to the KVStore typea string type 0 when success, -1 when failure happens ","const char**","type","handle to the KVStore ","","const char**","string[]"
"MXKVStoreGetRank","int","return The rank of this node in its group, which is in [0, GroupSize). ","handlehandle to the KVStore retthe node rank 0 when success, -1 when failure happens ","KVStoreHandle","handle","handle to the KVStore ","","KVStoreHandle","KVStoreHandle"
"MXKVStoreGetRank","int","return The rank of this node in its group, which is in [0, GroupSize). ","handlehandle to the KVStore retthe node rank 0 when success, -1 when failure happens ","int*","ret","handle to the KVStore ","","int*","IntPtr"
"MXKVStoreGetGroupSize","int","return The number of nodes in this group, which is ","number of workers if if IsWorkerNode() == true,number of servers if if IsServerNode() == true,1 if IsSchedulerNode() == true, handlehandle to the KVStore retthe group size 0 when success, -1 when failure happens ","KVStoreHandle","handle","handle to the KVStore ","","KVStoreHandle","KVStoreHandle"
"MXKVStoreGetGroupSize","int","return The number of nodes in this group, which is ","number of workers if if IsWorkerNode() == true,number of servers if if IsServerNode() == true,1 if IsSchedulerNode() == true, handlehandle to the KVStore retthe group size 0 when success, -1 when failure happens ","int*","ret","handle to the KVStore ","","int*","IntPtr"
"MXKVStoreIsWorkerNode","int","return whether or not this process is a worker node. ","ret1 for yes, 0 for no 0 when success, -1 when failure happens ","int*","ret","1 for yes, 0 for no ","","int*","IntPtr"
"MXKVStoreIsServerNode","int","return whether or not this process is a server node. ","ret1 for yes, 0 for no 0 when success, -1 when failure happens ","int*","ret","1 for yes, 0 for no ","","int*","IntPtr"
"MXKVStoreIsSchedulerNode","int","return whether or not this process is a scheduler node. ","ret1 for yes, 0 for no 0 when success, -1 when failure happens ","int*","ret","1 for yes, 0 for no ","","int*","IntPtr"
"MXKVStoreBarrier","int","global barrier among all worker machines ","handlehandle to the KVStore 0 when success, -1 when failure happens ","KVStoreHandle","handle","handle to the KVStore ","","KVStoreHandle","KVStoreHandle"
"MXKVStoreSetBarrierBeforeExit","int","whether to do barrier when finalize ","handlehandle to the KVStore barrier_before_exitwhether to do barrier when kvstore finalize 0 when success, -1 when failure happens ","KVStoreHandle","handle","handle to the KVStore ","","KVStoreHandle","KVStoreHandle"
"MXKVStoreSetBarrierBeforeExit","int","whether to do barrier when finalize ","handlehandle to the KVStore barrier_before_exitwhether to do barrier when kvstore finalize 0 when success, -1 when failure happens ","const int","barrier_before_exit","handle to the KVStore ","","const int","int"
"MXKVStoreRunServer","int","Run as server (or scheduler) ","handlehandle to the KVStore controllerthe user-defined server controller controller_handlehelper handle for implementing controller 0 when success, -1 when failure happens ","KVStoreHandle","handle","handle to the KVStore ","","KVStoreHandle","KVStoreHandle"
"MXKVStoreRunServer","int","Run as server (or scheduler) ","handlehandle to the KVStore controllerthe user-defined server controller controller_handlehelper handle for implementing controller 0 when success, -1 when failure happens ","MXKVStoreServerController","controller","handle to the KVStore ","","MXKVStoreServerController","MXKVStoreServerController"
"MXKVStoreRunServer","int","Run as server (or scheduler) ","handlehandle to the KVStore controllerthe user-defined server controller controller_handlehelper handle for implementing controller 0 when success, -1 when failure happens ","void*","controller_handle","handle to the KVStore ","","void*","IntPtr"
"MXKVStoreSendCommmandToServers","int","Send a command to all server nodes. ","handlehandle to the KVStore cmd_idthe head of the command cmd_bodythe body of the command 0 when success, -1 when failure happens ","KVStoreHandle","handle","handle to the KVStore ","","KVStoreHandle","KVStoreHandle"
"MXKVStoreSendCommmandToServers","int","Send a command to all server nodes. ","handlehandle to the KVStore cmd_idthe head of the command cmd_bodythe body of the command 0 when success, -1 when failure happens ","int","cmd_id","handle to the KVStore ","","int","int"
"MXKVStoreSendCommmandToServers","int","Send a command to all server nodes. ","handlehandle to the KVStore cmd_idthe head of the command cmd_bodythe body of the command 0 when success, -1 when failure happens ","const char*","cmd_body","handle to the KVStore ","","const char*","string"
"MXKVStoreGetNumDeadNode","int","Get the number of ps dead node(s) specified by {node_id}. ","handlehandle to the KVStore node_idCan be a node group or a single node. kScheduler = 1, kServerGroup = 2, kWorkerGroup = 4 numberOuptut number of dead nodes timeout_secA node fails to send heartbeart in {timeout_sec} seconds will be presumed as 'dead' ","KVStoreHandle","handle","handle to the KVStore ","","KVStoreHandle","KVStoreHandle"
"MXKVStoreGetNumDeadNode","int","Get the number of ps dead node(s) specified by {node_id}. ","handlehandle to the KVStore node_idCan be a node group or a single node. kScheduler = 1, kServerGroup = 2, kWorkerGroup = 4 numberOuptut number of dead nodes timeout_secA node fails to send heartbeart in {timeout_sec} seconds will be presumed as 'dead' ","const int","node_id","handle to the KVStore ","","const int","int"
"MXKVStoreGetNumDeadNode","int","Get the number of ps dead node(s) specified by {node_id}. ","handlehandle to the KVStore node_idCan be a node group or a single node. kScheduler = 1, kServerGroup = 2, kWorkerGroup = 4 numberOuptut number of dead nodes timeout_secA node fails to send heartbeart in {timeout_sec} seconds will be presumed as 'dead' ","int*","number","handle to the KVStore ","","int*","IntPtr"
"MXKVStoreGetNumDeadNode","int","Get the number of ps dead node(s) specified by {node_id}. ","handlehandle to the KVStore node_idCan be a node group or a single node. kScheduler = 1, kServerGroup = 2, kWorkerGroup = 4 numberOuptut number of dead nodes timeout_secA node fails to send heartbeart in {timeout_sec} seconds will be presumed as 'dead' ","const int","timeout_sec","handle to the KVStore ","","const int","int"
"MXRecordIOWriterCreate","int","Create a RecordIO writer object. ","uripath to file outhandle pointer to the created object 0 when success, -1 when failure happens ","const char*","uri","path to file ","","const char*","string"
"MXRecordIOWriterCreate","int","Create a RecordIO writer object. ","uripath to file outhandle pointer to the created object 0 when success, -1 when failure happens ","RecordIOHandle*","out","path to file ","out","RecordIOHandle","RecordIOHandle"
"MXRecordIOWriterFree","int","Delete a RecordIO writer object. ","handlehandle to RecordIO object 0 when success, -1 when failure happens ","RecordIOHandle","handle","handle to RecordIO object ","","RecordIOHandle","RecordIOHandle"
"MXRecordIOWriterWriteRecord","int","Write a record to a RecordIO object. ","handlehandle to RecordIO object bufbuffer to write sizesize of buffer 0 when success, -1 when failure happens ","RecordIOHandle","handle","handle to RecordIO object ","","RecordIOHandle","RecordIOHandle"
"MXRecordIOWriterWriteRecord","int","Write a record to a RecordIO object. ","handlehandle to RecordIO object bufbuffer to write sizesize of buffer 0 when success, -1 when failure happens ","const char*","buf","handle to RecordIO object ","","const char*","string"
"MXRecordIOWriterWriteRecord","int","Write a record to a RecordIO object. ","handlehandle to RecordIO object bufbuffer to write sizesize of buffer 0 when success, -1 when failure happens ","size_t","size","handle to RecordIO object ","","size_t","size_t"
"MXRecordIOWriterTell","int","Get the current writer pointer position. ","handlehandle to RecordIO object poshandle to output position 0 when success, -1 when failure happens ","RecordIOHandle","handle","handle to RecordIO object ","","RecordIOHandle","RecordIOHandle"
"MXRecordIOWriterTell","int","Get the current writer pointer position. ","handlehandle to RecordIO object poshandle to output position 0 when success, -1 when failure happens ","size_t*","pos","handle to RecordIO object ","","size_t*","IntPtr"
"MXRecordIOReaderCreate","int","Create a RecordIO reader object. ","uripath to file outhandle pointer to the created object 0 when success, -1 when failure happens ","const char*","uri","path to file ","","const char*","string"
"MXRecordIOReaderCreate","int","Create a RecordIO reader object. ","uripath to file outhandle pointer to the created object 0 when success, -1 when failure happens ","RecordIOHandle*","out","path to file ","out","RecordIOHandle","RecordIOHandle"
"MXRecordIOReaderFree","int","Delete a RecordIO reader object. ","handlehandle to RecordIO object 0 when success, -1 when failure happens ","RecordIOHandle","handle","handle to RecordIO object ","","RecordIOHandle","RecordIOHandle"
"MXRecordIOReaderReadRecord","int","Write a record to a RecordIO object. ","handlehandle to RecordIO object bufpointer to return buffer sizepoint to size of buffer 0 when success, -1 when failure happens ","RecordIOHandle","handle","handle to RecordIO object ","","RecordIOHandle","RecordIOHandle"
"MXRecordIOReaderReadRecord","int","Write a record to a RecordIO object. ","handlehandle to RecordIO object bufpointer to return buffer sizepoint to size of buffer 0 when success, -1 when failure happens ","char const**","buf","handle to RecordIO object ","","char const**","IntPtr"
"MXRecordIOReaderReadRecord","int","Write a record to a RecordIO object. ","handlehandle to RecordIO object bufpointer to return buffer sizepoint to size of buffer 0 when success, -1 when failure happens ","size_t*","size","handle to RecordIO object ","","size_t*","IntPtr"
"MXRecordIOReaderSeek","int","Set the current reader pointer position. ","handlehandle to RecordIO object postarget position 0 when success, -1 when failure happens ","RecordIOHandle","handle","handle to RecordIO object ","","RecordIOHandle","RecordIOHandle"
"MXRecordIOReaderSeek","int","Set the current reader pointer position. ","handlehandle to RecordIO object postarget position 0 when success, -1 when failure happens ","size_t","pos","handle to RecordIO object ","","size_t","size_t"
"MXRecordIOReaderTell","int","Get the current writer pointer position. ","handlehandle to RecordIO object poshandle to output position 0 when success, -1 when failure happens ","RecordIOHandle","handle","handle to RecordIO object ","","RecordIOHandle","RecordIOHandle"
"MXRecordIOReaderTell","int","Get the current writer pointer position. ","handlehandle to RecordIO object poshandle to output position 0 when success, -1 when failure happens ","size_t*","pos","handle to RecordIO object ","","size_t*","IntPtr"
"MXRtcCreate","int","Create a MXRtc object. ","","char*","name","","","char*","string"
"MXRtcCreate","int","Create a MXRtc object. ","","mx_uint","num_input","","","mx_uint","mx_uint"
"MXRtcCreate","int","Create a MXRtc object. ","","mx_uint","num_output","","","mx_uint","mx_uint"
"MXRtcCreate","int","Create a MXRtc object. ","","char**","input_names","","","char**","string[]"
"MXRtcCreate","int","Create a MXRtc object. ","","char**","output_names","","","char**","string[]"
"MXRtcCreate","int","Create a MXRtc object. ","","NDArrayHandle*","inputs","","","NDArrayHandle*","NDArrayHandle[]"
"MXRtcCreate","int","Create a MXRtc object. ","","NDArrayHandle*","outputs","","","NDArrayHandle*","NDArrayHandle[]"
"MXRtcCreate","int","Create a MXRtc object. ","","char*","kernel","","","char*","string"
"MXRtcCreate","int","Create a MXRtc object. ","","RtcHandle*","out","","out","RtcHandle","RtcHandle"
"MXRtcPush","int","Run cuda kernel. ","","RtcHandle","handle","","","RtcHandle","RtcHandle"
"MXRtcPush","int","Run cuda kernel. ","","mx_uint","num_input","","","mx_uint","mx_uint"
"MXRtcPush","int","Run cuda kernel. ","","mx_uint","num_output","","","mx_uint","mx_uint"
"MXRtcPush","int","Run cuda kernel. ","","NDArrayHandle*","inputs","","","NDArrayHandle*","NDArrayHandle[]"
"MXRtcPush","int","Run cuda kernel. ","","NDArrayHandle*","outputs","","","NDArrayHandle*","NDArrayHandle[]"
"MXRtcPush","int","Run cuda kernel. ","","mx_uint","gridDimX","","","mx_uint","mx_uint"
"MXRtcPush","int","Run cuda kernel. ","","mx_uint","gridDimY","","","mx_uint","mx_uint"
"MXRtcPush","int","Run cuda kernel. ","","mx_uint","gridDimZ","","","mx_uint","mx_uint"
"MXRtcPush","int","Run cuda kernel. ","","mx_uint","blockDimX","","","mx_uint","mx_uint"
"MXRtcPush","int","Run cuda kernel. ","","mx_uint","blockDimY","","","mx_uint","mx_uint"
"MXRtcPush","int","Run cuda kernel. ","","mx_uint","blockDimZ","","","mx_uint","mx_uint"
"MXRtcFree","int","Delete a MXRtc object. ","","RtcHandle","handle","","","RtcHandle","RtcHandle"
"MXCustomOpRegister","int","","","const char*","op_type","","","const char*","string"
"MXCustomOpRegister","int","","","CustomOpPropCreator","creator","","","CustomOpPropCreator","CustomOpPropCreator"
"MXCustomFunctionRecord","int","","","int","num_inputs","","","int","int"
"MXCustomFunctionRecord","int","","","NDArrayHandle*","inputs","","","NDArrayHandle*","NDArrayHandle[]"
"MXCustomFunctionRecord","int","","","int","num_outputs","","","int","int"
"MXCustomFunctionRecord","int","","","NDArrayHandle*","outputs","","","NDArrayHandle*","NDArrayHandle[]"
"MXCustomFunctionRecord","int","","","struct MXCallbackList*","callbacks","","","struct MXCallbackList*","IntPtr"
"MXRtcCudaModuleCreate","int","","","const char*","source","","","const char*","string"
"MXRtcCudaModuleCreate","int","","","int","num_options","","","int","int"
"MXRtcCudaModuleCreate","int","","","const char**","options","","","const char**","string[]"
"MXRtcCudaModuleCreate","int","","","int","num_exports","","","int","int"
"MXRtcCudaModuleCreate","int","","","const char**","exports","","","const char**","string[]"
"MXRtcCudaModuleCreate","int","","","CudaModuleHandle*","out","","out","CudaModuleHandle","CudaModuleHandle"
"MXRtcCudaModuleFree","int","","","CudaModuleHandle","handle","","","CudaModuleHandle","CudaModuleHandle"
"MXRtcCudaKernelCreate","int","","","CudaModuleHandle","handle","","","CudaModuleHandle","CudaModuleHandle"
"MXRtcCudaKernelCreate","int","","","const char*","name","","","const char*","string"
"MXRtcCudaKernelCreate","int","","","int","num_args","","","int","int"
"MXRtcCudaKernelCreate","int","","","int*","is_ndarray","","","int*","IntPtr"
"MXRtcCudaKernelCreate","int","","","int*","is_const","","","int*","IntPtr"
"MXRtcCudaKernelCreate","int","","","int*","arg_types","","","int*","IntPtr"
"MXRtcCudaKernelCreate","int","","","CudaKernelHandle*","out","","out","CudaKernelHandle","CudaKernelHandle"
"MXRtcCudaKernelFree","int","","","CudaKernelHandle","handle","","","CudaKernelHandle","CudaKernelHandle"
"MXRtcCudaKernelCall","int","","","CudaKernelHandle","handle","","","CudaKernelHandle","CudaKernelHandle"
"MXRtcCudaKernelCall","int","","","int","dev_id","","","int","int"
"MXRtcCudaKernelCall","int","","","void**","args","","","void**","IntPtr"
"MXRtcCudaKernelCall","int","","","mx_uint","grid_dim_x","","","mx_uint","mx_uint"
"MXRtcCudaKernelCall","int","","","mx_uint","grid_dim_y","","","mx_uint","mx_uint"
"MXRtcCudaKernelCall","int","","","mx_uint","grid_dim_z","","","mx_uint","mx_uint"
"MXRtcCudaKernelCall","int","","","mx_uint","block_dim_x","","","mx_uint","mx_uint"
"MXRtcCudaKernelCall","int","","","mx_uint","block_dim_y","","","mx_uint","mx_uint"
"MXRtcCudaKernelCall","int","","","mx_uint","block_dim_z","","","mx_uint","mx_uint"
"MXRtcCudaKernelCall","int","","","mx_uint","shared_mem","","","mx_uint","mx_uint"
"MXNDArrayGetSharedMemHandle","int","Get shared memory handle from NDArray. ","handleNDArray handle. shared_pidoutput PID shared_idoutput shared memory id. ","NDArrayHandle","handle","NDArray handle. ","","NDArrayHandle","NDArrayHandle"
"MXNDArrayGetSharedMemHandle","int","Get shared memory handle from NDArray. ","handleNDArray handle. shared_pidoutput PID shared_idoutput shared memory id. ","int*","shared_pid","NDArray handle. ","","int*","IntPtr"
"MXNDArrayGetSharedMemHandle","int","Get shared memory handle from NDArray. ","handleNDArray handle. shared_pidoutput PID shared_idoutput shared memory id. ","int*","shared_id","NDArray handle. ","","int*","IntPtr"
"MXNDArrayCreateFromSharedMem","int","DEPRECATED. Use MXNDArrayCreateFromSharedMemEx instead. Reconstruct NDArray from shared memory handle. ","shared_pidshared PID shared_idshared memory id shapepointer to NDArray dimensions ndimnumber of NDArray dimensions dtypedata type of NDArray outconstructed NDArray ","int","shared_pid","shared PID ","","int","int"
"MXNDArrayCreateFromSharedMem","int","DEPRECATED. Use MXNDArrayCreateFromSharedMemEx instead. Reconstruct NDArray from shared memory handle. ","shared_pidshared PID shared_idshared memory id shapepointer to NDArray dimensions ndimnumber of NDArray dimensions dtypedata type of NDArray outconstructed NDArray ","int","shared_id","shared PID ","","int","int"
"MXNDArrayCreateFromSharedMem","int","DEPRECATED. Use MXNDArrayCreateFromSharedMemEx instead. Reconstruct NDArray from shared memory handle. ","shared_pidshared PID shared_idshared memory id shapepointer to NDArray dimensions ndimnumber of NDArray dimensions dtypedata type of NDArray outconstructed NDArray ","const mx_uint*","shape","shared PID ","","const mx_uint*","mx_uint[]"
"MXNDArrayCreateFromSharedMem","int","DEPRECATED. Use MXNDArrayCreateFromSharedMemEx instead. Reconstruct NDArray from shared memory handle. ","shared_pidshared PID shared_idshared memory id shapepointer to NDArray dimensions ndimnumber of NDArray dimensions dtypedata type of NDArray outconstructed NDArray ","mx_uint","ndim","shared PID ","","mx_uint","mx_uint"
"MXNDArrayCreateFromSharedMem","int","DEPRECATED. Use MXNDArrayCreateFromSharedMemEx instead. Reconstruct NDArray from shared memory handle. ","shared_pidshared PID shared_idshared memory id shapepointer to NDArray dimensions ndimnumber of NDArray dimensions dtypedata type of NDArray outconstructed NDArray ","int","dtype","shared PID ","","int","int"
"MXNDArrayCreateFromSharedMem","int","DEPRECATED. Use MXNDArrayCreateFromSharedMemEx instead. Reconstruct NDArray from shared memory handle. ","shared_pidshared PID shared_idshared memory id shapepointer to NDArray dimensions ndimnumber of NDArray dimensions dtypedata type of NDArray outconstructed NDArray ","NDArrayHandle*","out","shared PID ","out","NDArrayHandle","NDArrayHandle"
"MXStorageEmptyCache","int","Release all unreferenced memory from the devices storage managers memory pool. ","dev_typedevice type, specify device we want to take dev_idthe device id of the specific device ","int","dev_type","device type, specify device we want to take ","","int","int"
"MXStorageEmptyCache","int","Release all unreferenced memory from the devices storage managers memory pool. ","dev_typedevice type, specify device we want to take dev_idthe device id of the specific device ","int","dev_id","device type, specify device we want to take ","","int","int"
"MXNDArrayCreateFromSharedMemEx","int","Reconstruct NDArray from shared memory handle. ","shared_pidshared PID shared_idshared memory id shapepointer to NDArray dimensions ndimnumber of NDArray dimensions dtypedata type of NDArray outconstructed NDArray ","int","shared_pid","shared PID ","","int","int"
"MXNDArrayCreateFromSharedMemEx","int","Reconstruct NDArray from shared memory handle. ","shared_pidshared PID shared_idshared memory id shapepointer to NDArray dimensions ndimnumber of NDArray dimensions dtypedata type of NDArray outconstructed NDArray ","int","shared_id","shared PID ","","int","int"
"MXNDArrayCreateFromSharedMemEx","int","Reconstruct NDArray from shared memory handle. ","shared_pidshared PID shared_idshared memory id shapepointer to NDArray dimensions ndimnumber of NDArray dimensions dtypedata type of NDArray outconstructed NDArray ","const int*","shape","shared PID ","","const int*","int[]"
"MXNDArrayCreateFromSharedMemEx","int","Reconstruct NDArray from shared memory handle. ","shared_pidshared PID shared_idshared memory id shapepointer to NDArray dimensions ndimnumber of NDArray dimensions dtypedata type of NDArray outconstructed NDArray ","int","ndim","shared PID ","","int","int"
"MXNDArrayCreateFromSharedMemEx","int","Reconstruct NDArray from shared memory handle. ","shared_pidshared PID shared_idshared memory id shapepointer to NDArray dimensions ndimnumber of NDArray dimensions dtypedata type of NDArray outconstructed NDArray ","int","dtype","shared PID ","","int","int"
"MXNDArrayCreateFromSharedMemEx","int","Reconstruct NDArray from shared memory handle. ","shared_pidshared PID shared_idshared memory id shapepointer to NDArray dimensions ndimnumber of NDArray dimensions dtypedata type of NDArray outconstructed NDArray ","NDArrayHandle*","out","shared PID ","out","NDArrayHandle","NDArrayHandle"
"MXEnginePushAsync","int","Push an asynchronous operation to the engine. ","async_funcExecution function whici takes a parameter on_complete that must be called when the execution ompletes. func_paramThe parameter set on calling async_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. waitWhether this is a WaitForVar operation. ","EngineAsyncFunc","async_func","Execution function whici takes a parameter on_complete that must be called when the execution ompletes. ","","EngineAsyncFunc","EngineAsyncFunc"
"MXEnginePushAsync","int","Push an asynchronous operation to the engine. ","async_funcExecution function whici takes a parameter on_complete that must be called when the execution ompletes. func_paramThe parameter set on calling async_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. waitWhether this is a WaitForVar operation. ","void*","func_param","Execution function whici takes a parameter on_complete that must be called when the execution ompletes. ","","void*","IntPtr"
"MXEnginePushAsync","int","Push an asynchronous operation to the engine. ","async_funcExecution function whici takes a parameter on_complete that must be called when the execution ompletes. func_paramThe parameter set on calling async_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. waitWhether this is a WaitForVar operation. ","EngineFuncParamDeleter","deleter","Execution function whici takes a parameter on_complete that must be called when the execution ompletes. ","","EngineFuncParamDeleter","EngineFuncParamDeleter"
"MXEnginePushAsync","int","Push an asynchronous operation to the engine. ","async_funcExecution function whici takes a parameter on_complete that must be called when the execution ompletes. func_paramThe parameter set on calling async_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. waitWhether this is a WaitForVar operation. ","ContextHandle","ctx_handle","Execution function whici takes a parameter on_complete that must be called when the execution ompletes. ","","ContextHandle","ContextHandle"
"MXEnginePushAsync","int","Push an asynchronous operation to the engine. ","async_funcExecution function whici takes a parameter on_complete that must be called when the execution ompletes. func_paramThe parameter set on calling async_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. waitWhether this is a WaitForVar operation. ","EngineVarHandle","const_vars_handle","Execution function whici takes a parameter on_complete that must be called when the execution ompletes. ","","EngineVarHandle","EngineVarHandle"
"MXEnginePushAsync","int","Push an asynchronous operation to the engine. ","async_funcExecution function whici takes a parameter on_complete that must be called when the execution ompletes. func_paramThe parameter set on calling async_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. waitWhether this is a WaitForVar operation. ","int","num_const_vars","Execution function whici takes a parameter on_complete that must be called when the execution ompletes. ","","int","int"
"MXEnginePushAsync","int","Push an asynchronous operation to the engine. ","async_funcExecution function whici takes a parameter on_complete that must be called when the execution ompletes. func_paramThe parameter set on calling async_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. waitWhether this is a WaitForVar operation. ","EngineVarHandle","mutable_vars_handle","Execution function whici takes a parameter on_complete that must be called when the execution ompletes. ","","EngineVarHandle","EngineVarHandle"
"MXEnginePushAsync","int","Push an asynchronous operation to the engine. ","async_funcExecution function whici takes a parameter on_complete that must be called when the execution ompletes. func_paramThe parameter set on calling async_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. waitWhether this is a WaitForVar operation. ","int","num_mutable_vars","Execution function whici takes a parameter on_complete that must be called when the execution ompletes. ","","int","int"
"MXEnginePushAsync","int","Push an asynchronous operation to the engine. ","async_funcExecution function whici takes a parameter on_complete that must be called when the execution ompletes. func_paramThe parameter set on calling async_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. waitWhether this is a WaitForVar operation. ","EngineFnPropertyHandle","prop_handle","Execution function whici takes a parameter on_complete that must be called when the execution ompletes. ","","EngineFnPropertyHandle","EngineFnPropertyHandle"
"MXEnginePushAsync","int","Push an asynchronous operation to the engine. ","async_funcExecution function whici takes a parameter on_complete that must be called when the execution ompletes. func_paramThe parameter set on calling async_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. waitWhether this is a WaitForVar operation. ","int","priority","Execution function whici takes a parameter on_complete that must be called when the execution ompletes. ","","int","int"
"MXEnginePushAsync","int","Push an asynchronous operation to the engine. ","async_funcExecution function whici takes a parameter on_complete that must be called when the execution ompletes. func_paramThe parameter set on calling async_func, can be NULL. deleterThe callback to free func_param, can be NULL. ctx_handleExecution context. const_vars_handleThe variables that current operation will use but not mutate. num_const_varsThe number of const_vars_handle. mutable_vars_handleThe variables that current operation will mutate. num_mutable_varsThe number of mutable_vars_handle. prop_handleProperty of the function. priorityPriority of the action, as hint to the engine. opr_nameThe operation name. waitWhether this is a WaitForVar operation. ","const char*","opr_name","Execution function whici takes a parameter on_complete that must be called when the execution ompletes. ","","const char*","string"
